"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"HK_EU15";"HK_EU28";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_EU1";"E_E1U6";"E_E6U15";"E_E15U18";"E_E18U25";"E_E25U55";"E_E55U65";"E_E65U80";"E_E80U110"
201512;4030828;4;3;8;28;1;3901;1933;1968;33;178;292;93;301;2133;461;320;90;964;1456;258;213;308;284;280;1160;200;2498;1263;1235;6;37;52;22;183;1553;328;238;79;9333;4627;4706;63;301;458;180;635;4436;1377;1556;327
201512;4030929;4;3;9;29;1;2319;1139;1180;23;119;157;66;180;1143;329;232;70;587;959;197;97;258;122;141;624;118;1459;745;714;3;37;24;21;119;787;233;186;49;5768;2810;2958;35;210;290;110;374;2608;904;1015;222
201512;4030930;4;3;9;30;1;2351;1246;1105;15;127;219;67;155;1149;314;242;63;597;873;140;94;232;135;243;636;138;1537;827;710;3;40;72;24;96;819;227;199;57;5563;2791;2772;39;220;346;111;308;2401;863;1067;208
201512;4030931;4;3;9;31;1;1995;1060;935;31;112;176;46;157;1011;247;159;56;395;671;147;70;307;97;285;479;86;1378;763;615;13;40;82;16;120;758;171;122;56;3651;1906;1745;35;139;218;66;224;1682;503;619;165
201512;4031032;4;3;10;32;1;5537;2652;2885;59;326;507;118;381;2866;679;459;142;1088;2170;543;278;771;331;347;1339;301;3241;1570;1671;12;62;114;27;245;1908;443;324;106;14670;7018;7652;105;506;814;246;883;6352;2196;2783;785
201512;4041133;4;4;11;33;2;6;3;3;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;33;18;15;0;0;3;0;0;9;6;3;12
201512;4041134;4;4;11;34;2;1834;900;934;17;140;201;55;164;869;199;137;52;355;652;151;57;341;110;68;515;91;1050;507;543;4;30;37;20;108;615;108;85;43;5073;2462;2611;35;224;341;113;332;1890;630;1093;415
201512;4041135;4;4;11;35;2;881;424;457;12;58;113;38;49;393;106;79;33;118;244;47;24;249;34;45;254;31;502;251;251;3;12;25;13;31;258;66;61;33;2735;1286;1449;18;97;196;74;139;909;358;699;245
201512;4041136;4;4;11;36;2;925;432;493;3;39;135;24;56;453;109;91;15;162;330;94;26;201;39;39;244;46;549;250;299;3;3;35;6;38;322;75;58;9;3003;1403;1600;15;94;236;55;144;1051;385;770;253
201512;4041137;4;4;11;37;2;2631;1240;1391;40;195;267;69;165;1326;316;204;49;339;957;380;169;444;184;213;499;165;1421;692;729;12;35;65;15;87;839;198;137;33;7870;3596;4274;71;308;453;150;518;3230;1081;1550;509
201512;4041238;4;4;12;38;2;1635;797;838;21;115;254;64;99;752;192;111;27;257;547;182;65;227;161;99;375;161;795;379;416;6;15;49;18;63;451;100;75;18;5650;2586;3064;42;217;474;149;304;2002;749;1179;534
201512;4041239;4;4;12;39;2;97;49;48;0;3;6;3;6;61;15;3;0;9;27;3;9;18;0;18;19;6;73;37;36;0;0;6;0;3;46;15;3;0;190;106;84;0;3;9;3;15;106;39;15;0
201512;4041240;4;4;12;40;2;400;194;206;3;23;55;30;35;187;37;18;12;80;146;18;29;66;6;15;126;12;226;108;118;0;9;12;12;26;118;22;15;12;1522;695;827;6;51;130;55;78;485;185;415;117
201512;4041241;4;4;12;41;2;1636;789;847;18;105;200;73;108;821;151;133;27;296;563;162;49;218;91;257;393;65;948;484;464;4;27;61;21;75;559;87;90;24;7020;3129;3891;46;255;479;181;354;2617;936;1609;543
201512;4041342;4;4;13;42;2;1183;567;616;21;70;95;27;64;529;193;127;57;130;470;254;60;150;104;59;279;61;635;299;336;3;10;22;9;39;334;104;83;31;4025;1848;2177;33;115;167;51;174;1370;713;1115;287
201512;4041343;4;4;13;43;2;1001;476;525;14;65;98;30;67;503;123;73;28;155;313;89;41;139;82;31;330;65;545;284;261;3;12;21;15;43;322;71;43;15;3548;1643;1905;23;125;212;78;243;1442;530;715;180
201512;4041344;4;4;13;44;2;2673;1292;1381;39;169;319;104;144;1275;306;256;61;585;1061;235;132;229;126;146;841;138;1575;761;814;9;47;91;21;86;862;200;204;55;10699;4835;5864;87;391;777;271;630;4303;1468;2099;673
201512;4051445;4;5;14;45;1;2541;1212;1329;31;172;271;64;156;1317;292;202;36;318;816;281;164;264;214;354;572;157;1452;704;748;16;53;81;16;86;840;176;151;33;6253;2956;3297;56;241;429;113;419;2834;860;1019;282
201512;4051446;4;5;14;46;1;4256;2114;2142;60;251;383;108;278;2107;554;397;118;854;1591;373;169;804;189;241;1009;253;2491;1287;1204;6;48;89;30;182;1420;349;276;91;10527;5097;5430;92;390;596;199;640;4505;1541;2038;526
201512;4051447;4;5;14;47;1;2063;981;1082;18;128;194;42;153;1016;274;185;53;414;788;166;96;268;109;161;540;101;1284;645;639;3;34;63;15;101;711;186;130;41;5275;2526;2749;37;195;321;88;332;2249;716;964;373
201512;4051448;4;5;14;48;1;3876;1967;1909;46;205;281;76;309;1994;484;405;76;801;1415;306;134;450;337;326;1027;187;2466;1259;1207;9;46;86;36;207;1431;288;299;64;8997;4466;4531;68;305;420;128;566;3987;1295;1720;508
201512;4051549;4;5;15;49;1;2108;1192;916;31;171;258;64;246;1062;168;84;24;275;588;146;220;155;163;487;387;108;1488;877;611;13;100;151;31;214;806;92;63;18;4781;2445;2336;44;241;346;105;438;2241;566;612;188
201512;4051550;4;5;15;50;1;2025;991;1034;27;84;235;82;152;1030;238;150;27;380;765;204;87;198;195;123;528;129;1157;580;577;3;18;50;19;85;690;142;129;21;5413;2636;2777;49;177;370;131;423;2587;733;748;195
201512;4051551;4;5;15;51;1;1664;856;808;27;100;159;46;133;835;190;150;24;228;609;179;85;206;139;113;382;130;956;508;448;9;18;15;15;83;558;132;105;21;4337;2107;2230;51;158;285;84;375;1980;598;648;158
201512;4051652;4;5;16;52;1;3474;1731;1743;39;195;332;105;297;1719;411;312;64;795;1348;271;81;378;201;384;910;172;2197;1141;1056;9;67;76;37;230;1216;292;221;49;9655;4564;5091;78;328;599;221;671;4098;1387;1777;496
201512;4051653;4;5;16;53;1;2545;1258;1287;21;159;241;65;184;1268;318;243;46;507;979;222;121;268;254;193;558;172;1514;778;736;6;40;58;24;135;835;190;189;37;6629;3227;3402;45;236;397;116;382;2823;987;1318;325
201512;4051654;4;5;16;54;1;1007;492;515;16;45;70;22;94;527;125;86;22;148;339;90;68;132;64;74;272;58;619;297;322;0;21;21;6;64;336;85;67;19;3016;1408;1608;23;85;134;37;217;1257;409;588;266
201512;4051655;4;5;16;55;1;2805;1441;1364;36;216;309;82;203;1442;280;188;49;479;920;262;193;312;230;359;573;218;1695;868;827;12;64;86;21;133;1027;176;143;33;6989;3434;3555;60;336;455;151;531;3261;890;1027;278
201512;4051656;4;5;16;56;1;2220;1128;1092;30;157;229;92;159;1153;194;162;44;448;893;223;118;159;166;161;608;115;1291;659;632;6;30;53;33;100;789;131;115;34;7535;3613;3922;69;330;567;215;537;3546;944;1089;238
201512;4061757;4;6;17;57;2;6;6;0;0;0;0;0;0;0;3;3;0;0;3;3;0;0;0;3;0;0;3;3;0;0;0;0;0;0;0;3;0;0;68;41;27;0;4;0;3;6;23;16;16;0
201512;5010101;5;1;1;1;2;2821;1490;1331;51;276;406;106;289;1290;231;136;36;161;764;449;130;211;337;715;502;162;1554;867;687;21;104;155;39;202;806;109;94;24;10550;5072;5478;111;554;817;276;735;4209;1247;1605;996
201512;5010102;5;1;1;2;2;1091;549;542;18;66;86;36;113;540;122;88;22;135;467;229;66;129;145;49;199;36;611;298;313;3;15;13;15;80;369;58;49;9;5789;2779;3010;39;166;266;108;418;2221;878;1276;417
201512;5010103;5;1;1;3;2;1068;530;538;18;64;139;40;57;505;145;88;12;141;409;203;64;102;192;60;162;79;442;216;226;0;7;12;9;24;259;61;61;9;7393;3598;3795;42;227;502;178;527;2905;1138;1442;432
201512;5010204;5;1;2;4;2;1147;558;589;9;89;220;76;112;439;100;71;31;60;229;136;43;396;84;144;212;39;518;244;274;3;34;72;27;55;255;36;21;15;3180;1439;1741;21;146;348;117;221;1043;397;552;335
201512;5010205;5;1;2;5;2;474;214;260;4;27;66;26;51;203;57;31;9;42;112;44;78;32;106;22;76;48;173;65;108;4;6;6;0;25;83;15;25;9;1902;925;977;13;66;154;74;247;855;299;164;30
201512;5010206;5;1;2;6;2;3143;1590;1553;49;262;455;116;233;1396;354;228;50;134;968;636;124;825;617;159;220;230;1302;647;655;16;84;96;24;88;741;125;109;19;10113;4860;5253;82;483;813;266;725;3666;1319;2205;554
201512;5010207;5;1;2;7;2;5231;2530;2701;72;431;745;206;377;2294;623;383;100;144;1369;967;128;1577;1107;329;343;378;2058;1022;1036;16;110;136;67;173;1187;175;169;25;11300;5366;5934;99;636;1121;328;802;4367;1402;1935;610
201512;5010208;5;1;2;8;2;2168;1095;1073;50;237;226;54;185;1091;182;122;21;126;758;415;108;262;443;174;315;108;1203;632;571;19;61;65;18;127;715;101;85;12;7482;3551;3931;83;435;448;157;567;3455;890;1097;350
201512;5010209;5;1;2;9;2;1625;798;827;16;130;203;90;114;794;164;93;21;118;432;206;114;162;380;117;222;198;679;357;322;0;24;33;21;58;390;69;63;21;6063;2927;3136;37;229;411;180;420;2316;903;1225;342
201512;5010310;5;1;3;10;2;1140;564;576;24;109;136;38;94;571;79;80;9;63;416;188;116;89;222;120;119;58;643;332;311;9;27;36;9;59;390;48;59;6;3833;1846;1987;42;197;269;90;322;1752;482;508;171
201512;5010311;5;1;3;11;2;2810;1407;1403;32;236;455;135;269;1229;240;153;61;101;484;155;189;464;757;445;273;198;1466;755;711;6;94;147;40;149;772;133;94;31;5566;2593;2973;41;322;576;173;405;1970;539;754;786
201512;5010312;5;1;3;12;2;3488;1902;1586;76;278;417;130;376;1748;256;191;16;202;1252;367;344;212;692;375;373;240;2337;1309;1028;23;111;169;54;281;1343;194;152;10;7016;3726;3290;104;444;593;213;707;3445;704;658;148
201512;5010313;5;1;3;13;2;2444;1271;1173;38;211;270;125;265;1180;215;119;21;249;799;273;240;210;440;268;305;182;1428;749;679;13;66;84;49;155;807;135;98;21;6584;3409;3175;71;343;485;200;647;3169;800;706;163
201512;5010314;5;1;3;14;2;4039;2073;1966;55;271;442;130;327;2069;427;277;41;286;1432;679;336;451;688;317;500;315;2194;1102;1092;12;64;120;36;203;1314;219;195;31;11891;5866;6025;122;519;769;278;1017;5590;1526;1564;506
201512;5010339;5;1;3;39;2;475;272;203;12;61;97;30;42;205;21;7;0;6;33;12;151;61;18;90;104;18;423;241;182;9;58;94;24;42;171;18;7;0;807;436;371;15;65;115;30;75;356;76;54;21
201512;5020415;5;2;4;15;2;713;358;355;3;54;117;33;53;343;71;33;6;88;298;183;22;93;96;23;102;79;203;117;86;0;7;6;3;12;130;24;18;3;3926;1994;1932;19;135;344;178;469;1664;642;376;99
201512;5020416;5;2;4;16;2;86;48;38;3;6;12;3;3;50;9;0;0;16;49;30;0;9;9;0;16;3;27;18;9;0;0;0;0;0;24;3;0;0;1733;849;884;12;45;107;39;115;644;238;419;114
201512;5020417;5;2;4;17;2;1487;790;697;9;74;204;82;134;674;170;128;12;93;475;220;119;169;213;156;223;132;673;364;309;3;18;33;25;76;357;63;92;6;5787;2906;2881;24;169;433;173;456;2250;837;1161;284
201512;5020418;5;2;4;18;2;725;379;346;10;55;110;36;49;322;83;57;3;66;274;139;62;70;78;84;115;42;321;170;151;0;13;25;0;24;189;37;30;3;4032;1973;2059;29;165;366;129;314;1557;463;817;192
201512;5020419;5;2;4;19;2;1609;767;842;30;152;205;59;119;711;193;110;30;124;615;342;113;225;212;148;189;107;774;360;414;6;52;47;21;69;405;88;68;18;6940;3138;3802;64;344;494;166;479;2487;822;1620;464
201512;5020420;5;2;4;20;2;135;66;69;3;12;18;12;9;54;21;6;0;15;45;27;12;9;21;15;15;18;45;18;27;0;0;0;3;3;27;6;6;0;914;471;443;15;43;79;45;69;422;126;90;25
201512;5020521;5;2;5;21;2;730;370;360;9;56;123;48;48;363;53;27;3;43;182;66;49;85;143;46;145;80;239;121;118;0;6;9;7;24;155;17;18;3;3053;1465;1588;28;168;333;124;237;1365;352;323;123
201512;5020522;5;2;5;22;2;2905;1462;1443;56;330;431;134;269;1297;222;135;31;121;977;525;152;384;328;335;603;126;1707;859;848;26;122;191;55;174;951;98;75;15;7236;3500;3736;75;537;740;256;592;2831;779;1117;309
201512;5020523;5;2;5;23;2;5744;2821;2923;79;535;986;268;454;2453;555;344;70;296;1353;759;253;1576;997;636;620;309;2317;1103;1214;22;121;173;74;199;1341;219;152;16;11548;5599;5949;121;825;1416;418;926;4359;1300;1719;464
201512;5020524;5;2;5;24;2;969;480;489;12;57;117;58;71;436;148;58;12;123;399;196;37;110;100;67;212;44;398;187;211;0;6;17;9;44;240;54;28;0;6139;2936;3203;36;173;339;155;379;2022;953;1610;472
201512;5020625;5;2;6;25;2;2187;1098;1089;32;169;252;91;197;985;257;180;24;173;711;269;153;344;337;186;321;135;1136;583;553;9;47;73;35;125;618;124;96;9;7406;3496;3910;75;288;420;170;506;3023;950;1415;559
201512;5020626;5;2;6;26;2;5754;3028;2726;97;489;666;190;593;2871;457;349;42;467;1838;776;439;351;885;908;1005;328;3521;1886;1635;27;190;251;73;415;2055;241;239;30;18333;9016;9317;184;893;1232;428;1635;8512;2199;2535;715
201512;5020627;5;2;6;27;2;1366;711;655;31;122;235;69;126;599;120;61;3;100;383;177;182;82;200;218;212;89;685;361;324;9;36;65;22;70;393;56;34;0;3979;1917;2062;43;231;380;120;293;1669;477;568;198
201512;5020628;5;2;6;28;2;405;199;206;6;32;41;19;31;178;49;37;12;25;119;70;24;47;107;22;46;40;181;93;88;0;4;9;6;22;88;21;22;9;2002;890;1112;15;77;107;47;117;624;244;528;243
201512;5020629;5;2;6;29;2;594;291;303;6;45;81;24;31;279;64;58;6;141;289;101;27;51;60;37;102;28;289;136;153;0;6;24;0;22;163;38;33;3;4406;2101;2305;18;98;248;79;178;1351;677;1398;359
201512;5030730;5;3;7;30;2;2003;1009;994;33;167;313;123;137;995;144;75;16;100;536;358;61;195;514;142;256;299;617;300;317;3;12;30;16;36;414;43;54;9;3863;1954;1909;45;259;465;174;299;1813;364;358;86
201512;5030731;5;3;7;31;2;4511;2238;2273;82;354;515;161;368;2101;559;317;54;277;1548;993;226;705;840;402;420;370;2009;964;1045;6;72;97;32;204;1187;230;165;16;11575;5473;6102;126;555;802;276;901;4730;1537;2010;638
201512;5030832;5;3;8;32;2;4624;2331;2293;83;401;574;195;376;2149;470;342;34;319;1418;735;405;251;889;464;810;387;2563;1267;1296;22;112;161;71;247;1399;258;262;31;11392;5606;5786;116;607;944;324;921;4940;1325;1661;554
201512;5030833;5;3;8;33;2;1008;666;342;16;73;107;34;234;489;31;18;6;6;45;21;114;68;69;513;168;31;921;632;289;13;61;98;31;228;445;24;15;6;1316;809;507;19;86;116;40;256;624;66;79;30
201512;5040934;5;4;9;34;2;1041;572;469;22;101;179;41;141;417;72;53;15;115;228;72;161;109;49;257;222;15;722;401;321;12;65;97;23;126;327;28;35;9;3812;1946;1866;28;166;384;124;326;1260;560;788;176
201512;5040935;5;4;9;35;2;96;60;36;0;3;9;3;9;54;9;9;0;18;30;12;0;3;3;33;27;0;69;42;27;0;0;0;3;9;45;3;9;0;409;221;188;3;19;24;6;36;169;80;63;9
201512;5040936;5;4;9;36;2;1511;741;770;15;149;306;83;84;628;135;90;21;265;582;211;39;122;172;123;364;109;523;262;261;0;16;24;3;54;309;52;50;15;9661;4804;4857;71;527;1101;402;580;3683;1200;1732;365
201512;5040937;5;4;9;37;2;272;122;150;9;9;49;6;15;108;40;33;3;38;90;43;15;18;21;6;86;36;97;40;57;0;0;0;0;6;52;18;18;3;2125;1046;1079;16;52;176;53;83;616;370;580;179
201512;5040938;5;4;9;38;2;387;180;207;0;33;65;29;24;151;42;36;7;137;229;70;0;35;15;26;73;9;139;58;81;0;0;6;7;12;66;27;18;3;3574;1724;1850;23;135;295;120;189;1069;618;902;223
201512;6010101;6;1;1;1;2;1477;717;760;13;108;188;58;117;679;152;137;25;311;622;171;62;123;129;40;430;71;787;390;397;0;15;46;13;68;438;89;103;15;6791;3077;3714;36;232;516;189;490;2430;848;1463;587
201512;6010102;6;1;1;2;2;2847;1383;1464;35;229;302;106;205;1447;293;189;41;476;1028;284;182;277;275;213;705;167;1568;754;814;6;42;55;43;118;938;197;134;35;8644;4075;4569;82;408;531;213;656;4027;1223;1256;248
201512;6010103;6;1;1;3;2;1844;905;939;36;141;213;58;93;956;182;138;27;360;707;201;135;145;185;106;445;121;931;466;465;6;27;27;16;54;577;109;91;24;6285;2942;3343;72;312;424;143;406;3033;825;880;190
201512;6010204;6;1;2;4;2;2075;999;1076;16;155;239;64;151;1030;234;167;19;226;685;297;160;159;361;121;421;168;1000;490;510;3;35;24;24;84;590;105;119;16;6854;3216;3638;53;282;504;181;479;2892;889;1212;362
201512;6010205;6;1;2;5;2;2632;1300;1332;30;221;294;113;191;1322;278;128;55;335;910;401;169;247;375;178;570;183;1277;620;657;9;47;46;20;114;793;136;79;33;9480;4511;4969;73;444;633;227;704;4268;1282;1420;429
201512;6010206;6;1;2;6;2;1891;946;945;30;155;187;45;128;909;225;182;30;228;707;242;119;242;175;136;402;110;1000;510;490;6;28;36;3;86;563;123;137;18;7609;3498;4111;66;354;457;129;494;3203;954;1384;568
201512;6010207;6;1;2;7;2;2253;1091;1162;42;170;269;73;146;1109;278;135;31;333;786;327;146;204;228;217;536;136;1154;557;597;9;35;61;18;87;679;153;90;22;7751;3619;4132;66;336;509;150;516;3463;1029;1307;375
201512;6010208;6;1;2;8;2;1765;873;892;18;125;188;36;149;902;174;155;18;279;659;231;93;168;187;101;413;144;907;453;454;3;25;37;6;79;559;81;102;15;6484;3165;3319;52;287;390;119;457;2974;887;1056;262
201512;6010209;6;1;2;9;2;2593;1246;1347;45;169;251;81;206;1327;292;190;32;390;921;303;223;201;339;192;568;149;1371;627;744;9;15;36;18;138;806;168;152;29;8987;4147;4840;87;352;496;166;595;4265;1177;1404;445
201512;6010210;6;1;2;10;2;1217;605;612;27;109;117;23;65;622;148;103;3;139;400;156;79;127;169;101;247;94;621;307;314;3;13;24;3;46;388;66;75;3;4842;2262;2580;61;235;280;89;302;2201;626;706;342
201512;6020301;6;2;3;1;2;996;472;524;9;69;128;34;86;461;114;74;21;115;419;213;63;96;99;68;197;54;472;213;259;0;12;12;6;53;282;58;37;12;4985;2318;2667;30;192;358;131;310;1860;628;1131;345
201512;6020302;6;2;3;2;2;1099;517;582;18;84;136;43;68;491;129;109;21;180;488;205;67;93;72;64;230;85;555;258;297;3;7;33;3;46;305;67;76;15;5451;2511;2940;37;204;330;110;260;1924;733;1298;555
201512;6020303;6;2;3;3;2;1946;992;954;37;177;206;58;122;984;213;137;12;182;731;389;148;155;288;149;324;151;972;508;464;6;21;36;19;73;599;115;91;12;7320;3361;3959;82;351;440;136;486;3246;939;1234;406
201512;6020304;6;2;3;4;2;1653;815;838;36;110;190;54;115;833;179;109;27;182;620;295;138;148;239;76;323;109;831;402;429;3;25;30;18;65;492;101;73;24;6815;3213;3602;60;275;416;147;473;2964;868;1185;427
201512;6020305;6;2;3;5;2;3377;1639;1738;45;213;361;90;345;1654;368;236;65;441;1282;607;114;436;532;219;539;255;1786;863;923;12;31;51;22;263;1068;165;144;30;11153;5165;5988;85;464;786;235;894;4392;1413;1989;895
201512;6020306;6;2;3;6;2;1087;520;567;15;83;108;63;59;512;127;108;12;128;429;222;77;66;148;61;223;83;450;208;242;0;14;9;12;31;263;45;67;9;6396;3065;3331;36;266;439;209;393;2363;918;1374;398
201512;6020407;6;2;4;7;2;2371;1173;1198;27;193;304;78;283;1029;260;160;37;239;688;391;73;357;317;285;535;116;1229;600;629;3;42;72;18;199;679;107;90;19;4815;2349;2466;36;263;393;121;476;1737;519;1004;266
201512;6020408;6;2;4;8;2;1551;786;765;22;135;208;95;127;687;150;103;24;168;496;248;147;108;141;217;340;102;833;417;416;9;40;64;30;81;459;69;69;12;6710;3183;3527;53;287;473;197;450;2516;843;1454;437
201512;6020409;6;2;4;9;2;1787;873;914;33;124;203;69;141;807;201;166;43;265;743;319;93;164;177;60;450;100;964;467;497;12;22;42;24;90;519;118;106;31;8092;3745;4347;72;327;558;190;448;2984;992;1809;712
201512;6020410;6;2;4;10;2;1173;568;605;12;82;129;37;121;526;144;109;13;243;483;151;31;75;103;68;347;66;680;345;335;3;24;27;18;88;326;91;90;13;7027;3285;3742;55;265;592;209;457;2619;979;1455;396
201512;6020411;6;2;4;11;2;1678;807;871;25;112;251;64;122;719;239;128;18;223;769;423;70;100;173;89;287;190;688;325;363;0;9;40;15;59;391;82;80;12;8348;3911;4437;55;308;694;229;503;2898;1242;1832;587
201512;6030501;6;3;5;1;2;1230;703;527;9;84;171;63;172;541;97;81;12;168;324;92;89;110;60;187;415;45;779;477;302;3;33;52;24;141;408;58;48;12;5822;2852;2970;36;209;536;218;429;1953;697;1349;395
201512;6030502;6;3;5;2;2;1041;487;554;21;88;130;37;71;465;115;88;26;148;446;174;32;118;105;60;217;63;457;209;248;6;9;23;3;38;263;52;50;13;5417;2426;2991;55;213;313;118;324;2221;751;1020;402
201512;6030503;6;3;5;3;2;2754;1311;1443;24;201;377;120;204;1262;307;195;64;397;889;303;86;301;206;161;955;156;1393;643;750;3;40;67;28;116;786;174;137;42;11335;5224;6111;72;456;851;303;811;4484;1569;2152;637
201512;6030504;6;3;5;4;2;2095;978;1117;18;138;320;129;146;831;268;211;34;408;785;198;49;163;91;134;794;79;1058;502;556;3;27;49;26;75;544;147;165;22;10970;5084;5886;48;399;936;325;656;3507;1421;2596;1082
201512;6030605;6;3;6;5;2;1706;853;853;12;124;199;57;148;789;219;127;31;327;657;191;111;130;96;110;532;70;955;496;459;0;30;35;9;97;551;137;81;15;6898;3330;3568;46;268;503;179;489;2802;959;1286;366
201512;6030606;6;3;6;6;2;1563;754;809;30;88;193;50;173;730;159;112;28;194;458;158;114;106;219;129;440;97;883;449;434;6;17;30;15;129;473;100;91;22;5219;2468;2751;57;182;392;138;446;2235;663;850;256
201512;6030607;6;3;6;7;2;1137;541;596;0;39;80;24;222;675;51;31;15;274;514;95;41;73;73;54;306;76;826;381;445;0;3;0;6;197;550;27;31;12;3146;1525;1621;18;114;213;64;335;1411;342;516;133
201512;6030608;6;3;6;8;2;2904;1501;1403;31;218;501;179;245;1237;307;142;44;484;1006;319;141;220;223;207;948;159;1401;752;649;13;58;143;64;157;694;148;100;24;12308;6033;6275;85;565;1310;470;785;4757;1531;2111;694
201512;6030609;6;3;6;9;2;2522;1214;1308;36;228;316;100;169;1190;263;192;28;506;994;278;157;177;240;213;616;125;1345;647;698;6;52;52;28;97;786;153;143;28;11859;5619;6240;96;562;926;295;740;4777;1618;2290;555
201512;6030610;6;3;6;10;2;1631;771;860;18;109;235;74;130;737;153;136;39;419;702;127;72;130;90;76;500;61;930;441;489;3;23;44;18;97;517;89;103;36;8145;3789;4356;57;337;798;270;486;3024;1091;1583;499
201512;6040701;6;4;7;1;2;1758;842;916;10;125;268;62;123;746;200;179;45;389;704;209;54;165;77;117;586;55;933;448;485;0;16;52;15;72;485;126;137;30;9794;4752;5042;45;456;862;245;488;3384;1359;2310;645
201512;6040702;6;4;7;2;2;990;467;523;7;69;188;68;78;382;115;71;12;170;306;76;30;88;67;93;331;75;415;183;232;0;9;13;15;28;244;51;46;9;5315;2562;2753;28;238;565;195;312;1915;806;1016;240
201512;6040703;6;4;7;3;2;2518;1267;1251;19;115;228;79;532;1151;193;171;30;472;875;205;94;237;101;133;1024;54;1705;865;840;0;18;27;15;469;886;135;134;21;10680;5097;5583;59;407;934;289;986;3731;1263;2181;830
201512;6040804;6;4;8;4;2;1140;546;594;12;89;160;56;111;441;116;131;24;328;502;103;21;76;31;39;451;20;600;287;313;0;12;15;19;70;297;68;104;15;7422;3497;3925;39;280;636;258;472;2305;1036;1862;534
201512;6040805;6;4;8;5;2;1028;467;561;6;94;178;52;56;405;122;91;24;276;443;89;23;86;49;33;361;33;511;220;291;0;21;21;6;27;269;80;66;21;5296;2398;2898;18;239;471;161;309;1809;688;1219;382
201512;6040806;6;4;8;6;2;1074;500;574;15;76;157;43;100;459;121;88;15;245;388;99;21;63;24;75;446;57;568;261;307;3;18;12;9;67;313;76;58;12;7296;3293;4003;40;252;697;241;459;2525;980;1581;521
201512;6040807;6;4;8;7;2;1144;553;591;22;92;151;52;76;503;119;86;43;217;372;95;21;95;81;85;456;34;599;265;334;6;12;29;3;37;345;68;65;34;5728;2503;3225;46;237;458;156;329;1864;685;1155;798
201512;6040808;6;4;8;8;2;1678;832;846;25;120;331;92;171;720;151;62;6;218;407;119;34;218;91;188;593;147;768;384;384;6;20;69;28;116;407;76;43;3;4348;2164;2184;49;251;606;188;345;1933;435;445;96
201512;6040809;6;4;8;9;2;1398;686;712;6;85;193;61;106;615;140;145;47;299;422;70;12;153;48;98;641;24;910;457;453;3;22;58;18;70;475;99;121;44;4979;2383;2596;28;184;547;181;336;1777;656;989;281
201512;6040810;6;4;8;10;2;1896;913;983;19;116;270;83;186;842;205;142;33;431;680;132;27;245;50;154;678;62;1068;500;568;0;25;52;30;123;578;115;115;30;6949;3305;3644;43;255;663;238;498;2419;829;1540;464
201512;7010101;7;1;1;1;1;4390;2264;2126;62;226;361;117;313;2277;564;395;75;833;1414;290;149;648;446;488;937;308;2682;1409;1273;18;85;110;40;230;1551;331;272;45;9689;5052;4637;83;338;498;178;573;4377;1462;1622;558
201512;7010102;7;1;1;2;1;8339;4352;3987;63;463;896;326;809;4112;859;647;164;1207;2202;417;590;806;1655;892;1575;619;5121;2741;2380;16;97;198;129;520;2938;587;520;116;15817;8457;7360;103;640;1097;390;1420;7681;2066;1923;497
201512;7010103;7;1;1;3;1;3595;1822;1773;52;205;377;83;288;1889;402;266;33;911;1454;295;118;166;574;263;794;226;2179;1151;1028;6;44;83;21;191;1338;264;202;30;10080;5022;5058;99;399;731;198;700;4960;1421;1245;327
201512;7010104;7;1;1;4;1;7762;4025;3737;68;489;815;272;692;3900;704;677;145;972;1810;306;346;725;2211;966;1070;634;4831;2550;2281;9;84;163;92;486;2791;502;578;126;13649;7157;6492;120;684;1018;331;1133;7192;1563;1340;268
201512;7020201;7;2;2;1;1;3399;1651;1748;48;218;312;122;248;1771;359;291;30;813;1320;261;186;299;448;185;716;245;1863;909;954;9;36;49;24;154;1135;212;223;21;10435;4978;5457;81;370;651;236;690;4753;1435;1741;478
201512;7020202;7;2;2;2;1;4092;2193;1899;59;268;406;103;379;2227;350;255;45;719;1457;281;213;227;668;460;743;324;2469;1396;1073;10;50;76;31;267;1583;219;191;42;10122;5182;4940;105;483;593;168;787;5174;1216;1269;327
201512;7020203;7;2;2;3;1;7346;3804;3542;93;500;790;228;698;3789;689;481;78;1440;2337;391;327;233;1754;712;1408;575;4379;2305;2074;21;96;130;73;449;2658;474;410;68;17659;8895;8764;189;848;1223;401;1446;9081;2266;1761;444
201512;7020204;7;2;2;4;1;4176;2219;1957;85;273;405;95;424;2302;304;244;44;987;1535;279;139;163;789;365;831;354;2558;1383;1175;22;43;67;30;300;1629;224;205;38;11751;5985;5766;157;571;726;203;884;6799;1295;964;152
